iter	RMSE
307	2138114.341
308	2137857.868
309	2137478.5
310	2137136.492
311	2136821.55
312	2136664.655
313	2136319.064
314	2136159.157
315	2135853.209
316	2135538.116
317	2135307.214
318	2135043.013
319	2134644.826
320	2134364.179
321	2134056.413
322	2133703.186
323	2133408.936
324	2133032.605
325	2132778.359
326	2132480.479
327	2132118.224
328	2131885.863
329	2131696.201
330	2131484.68
331	2131136.883
332	2130895.666
333	2130649.56
334	2130331.996
335	2129994.186
336	2129370.095
337	2129219.94
338	2128918.955
339	2128412.707
340	2128107.724
341	2127764.726
342	2127411.689
343	2127131.728
344	2126790.567
345	2126537.788
346	2126299.633
347	2125967.171
348	2125616.113
349	2125336.105
350	2124904.04
351	2124601.882
352	2124089.83
353	2123831.189
354	2123542.186
355	2123040.447
356	2122783.619
357	2122326.517
358	2122063.596
359	2121623.841
360	2121272.932
361	2120826.983
362	2120534.47
363	2120303.351
364	2119949.942
365	2119661.786
366	2119222.843
367	2118946.808
368	2118634.597
369	2118295.53
370	2118101.425
371	2117866.959
372	2117651.598
373	2117409.484
374	2117164.589
375	2116875.405
376	2116508.177
377	2116250.54
378	2115865.226
379	2115568.548
380	2115275.88
381	2114960.099
382	2114693.889
383	2114520.517
384	2114221.241
385	2114097.445
386	2113916.865
387	2113664.443
388	2113465.607
389	2113271.328
390	2112993.448
391	2112732.792
392	2112424.44
393	2112009.024
394	2111736.922
395	2111579.163
396	2111148.25
397	2110808.534
398	2110423.158
399	2110119.988
400	2109678.73
401	2109354.246
402	2108900.15
403	2108661.857
404	2108328.908
405	2108053.731
406	2107813.844
407	2107555.287
408	2107291.639
409	2107117.521
410	2106790.716
411	2106472.84
412	2106213.637
413	2105922.404
414	2105789.892
415	2105611.933
416	2105312.866
417	2104952.684
418	2104626.765
419	2104412.295
420	2104197.075
421	2103916.079
422	2103593.106
423	2103415.07
424	2103086.046
425	2102855.629
426	2102492.354
427	2102099.437
428	2101785.871
429	2101485.82
430	2101299.503
431	2101090.023
432	2100940.223
433	2100620.746
434	2100436.571
435	2100262.502
436	2100071.082
437	2099832.21
438	2099601.14
439	2099425.906
440	2099188.865
441	2098841.535
442	2098511.733
443	2098290.486
444	2098133.018
445	2097929.047
446	2097708.84
447	2097532.094
448	2097191.703
449	2096973.102
450	2096827.287
451	2096494.976
452	2096178.929
453	2095908.225
454	2095527.013
455	2095172.403
456	2094896.989
457	2094537.629
458	2094143.282
459	2094011.59
460	2093677.125
461	2093319.985
462	2092781.315
463	2092488.849
464	2092223.407
465	2091820.955
466	2091572.289
467	2091326.03
468	2091041.172
469	2090814.277
470	2090623.512
471	2090272.115
472	2089953.315
473	2089697.401
474	2089554.436
475	2089312.931
476	2089092.795
477	2088896.747
478	2088602.368
479	2088428.542
480	2088141.078
481	2087936.072
482	2087768.814
483	2087593.491
484	2087402.679
485	2087246.741
486	2086939.419
487	2086567.872
488	2086348.065
489	2086181.95
490	2085938.281
491	2085695.63
492	2085407.42
493	2085120.24
494	2084846.245
495	2084620.78
496	2084463.015
497	2084189.318
498	2083915.809
499	2083701.036
500	2083426.397
501	2083243.918
502	2083139.098
503	2082945.9
504	2082777.277
505	2082629.2
506	2082392.966
507	2082237.716
508	2082073.181
509	2081864.501
510	2081610.24
511	2081249.078
512	2081138.691
513	2080795.784
514	2080555.691
515	2080237.981
516	2080011.554
517	2079796.805
518	2079450.974
519	2079257.662
520	2079043.435
521	2078729.432
522	2078578.82
523	2078349.052
524	2078031.239
525	2077730.074
526	2077528.267
527	2077247.407
528	2076916.816
529	2076663.727
530	2076480.885
531	2076126.884
532	2075749.392
533	2075470.5
534	2075376.997
535	2075255.578
536	2074984.695
537	2074733.232
538	2074510.306
539	2074312.272
540	2074138.765
541	2074009.901
542	2073697.783
543	2073503.935
544	2073403.051
545	2073152.742
546	2072893.175
547	2072659.746
548	2072526.49
549	2072192.116
550	2071959.285
551	2071685.153
552	2071416.315
553	2071291.345
554	2071080.689
555	2070880.124
556	2070728.363
557	2070505.391
558	2070362.838
559	2070167.578
560	2069803.579
561	2069546.949
562	2069438.827
563	2069303.663
564	2069042.023
565	2068791.843
566	2068646.228
567	2068504.561
568	2068271.7
569	2068007.474
570	2067845.126
571	2067522.057
572	2067379.795
573	2067253.521
574	2067003.037
575	2066846.383
576	2066591.76
577	2066517.217
578	2066269.121
579	2066074.664
580	2065906.095
581	2065633.992
582	2065448.544
583	2065228.119
584	2065076.839
585	2064838.748
586	2064674.845
587	2064378.725
588	2064085.039
589	2063695.7
590	2063323.567
591	2063009.473
592	2062837.548
593	2062593.944
594	2062412.126
595	2062164.459
596	2061908.159
597	2061710.567
598	2061368.118
599	2061101.983
600	2060886.183
601	2060668.193
602	2060487.435
603	2060079.84
604	2059913.217
605	2059670.136
606	2059523.973
607	2059339.846
608	2059033.23
609	2058765.917
610	2058556.931
611	2058348.834
612	2058069.362
613	2057862.646
614	2057631.983
615	2057489.533
616	2057326.94
617	2057030.903
618	2056880.495
619	2056694.865
620	2056431.29
621	2056253.418
622	2056047.255
623	2055829.904
624	2055613.917
625	2055478.742
626	2055368.998
627	2055126.337
628	2054888.359
629	2054588.945
630	2054443.182
631	2054202.895
632	2054083.337
633	2053893.764
634	2053742.488
635	2053421.594
636	2053213.364
637	2052923.449
638	2052549.746
639	2052278.818
640	2052064.527
641	2051893.241
642	2051710.35
643	2051508.784
644	2051158.306
645	2050947.552
646	2050684.232
647	2050421.443
648	2050191.05
649	2050088.865
650	2049933.684
651	2049812.755
652	2049674.953
653	2049428.189
654	2049192.528
655	2048895.248
656	2048660.479
657	2048460.106
658	2048180.457
659	2047944.753
660	2047644.948
661	2047490.542
662	2047342.631
663	2047152.156
664	2047033.681
665	2046795.479
666	2046567.497
667	2046427.105
668	2046213.35
669	2046075.739
670	2045921.727
671	2045662.273
672	2045546.806
673	2045375.739
674	2045065.781
675	2044861.223
676	2044660.747
677	2044394.372
678	2044223.297
679	2044017.404
680	2043780.883
681	2043540.346
682	2043352.1
683	2043198.498
684	2043047.967
685	2042863.95
686	2042590.487
687	2042335.375
688	2042044.418
689	2041893.923
690	2041729.33
691	2041512.77
692	2041241.064
693	2041066.79
694	2040840.274
695	2040657.404
696	2040428.116
697	2040161.217
698	2039956.917
699	2039820.716
700	2039564.528
701	2039347.121
702	2039051.118
703	2038829.944
704	2038634.774
705	2038509.807
706	2038210.965
707	2038029.391
708	2037871.127
709	2037693.897
710	2037472.47
711	2037180.396
712	2037034.168
713	2036885.348
714	2036682.583
715	2036498.935
716	2036346.813
717	2036149.832
718	2035814.3
719	2035630.413
720	2035453.404
721	2035129.07
722	2034975.787
723	2034823.382
724	2034637.404
725	2034312.291
726	2034047.702
727	2034032.991
728	2033912.423
729	2033713.5
730	2033568.868
731	2033390.893
732	2033301.683
733	2033138.045
734	2032968.369
735	2032747.52
736	2032559.516
737	2032407.916
738	2032237.325
739	2032057.132
740	2031870.617
741	2031659.21
742	2031353.646
743	2031048.825
744	2030835.65
745	2030576.382
746	2030427.929
747	2030243.932
748	2030141.786
749	2030029.895
750	2029766.035
751	2029530.363
752	2029267.913
753	2029088.683
754	2029033.808
755	2028777.634
756	2028552.14
757	2028396.083
758	2028138.186
759	2027959.332
760	2027761.438
761	2027588.893
762	2027416.91
763	2027218.305
764	2026942.475
765	2026747.995
766	2026613.542
767	2026437.818
768	2026158.703
769	2026056.726
770	2025772.003
771	2025474.125
772	2025253.37
773	2025136.523
774	2024906.335
775	2024733.904
776	2024481.74
777	2024314.726
778	2024190.115
779	2023952.294
780	2023817.937
781	2023664.931
782	2023467.114
783	2023351.663
784	2023098
785	2022844.634
786	2022677.603
787	2022525.813
788	2022331.561
789	2022122.402
790	2021882.136
791	2021736.101
792	2021470.175
793	2021325.594
794	2021119.028
795	2020904.277
796	2020803.076
797	2020697.951
798	2020613.019
799	2020414.099
800	2020297.737
801	2020190.157
802	2020083.842
803	2019920.167
804	2019735.347
805	2019615.277
806	2019530.725
807	2019305.938
808	2019096.311
809	2018916.055
810	2018748.254
811	2018539.563
812	2018378.711
813	2018214.459
814	2017916.601
815	2017793.342
816	2017516.478
817	2017367.062
818	2017225.673
819	2017000.567
820	2016815.174
821	2016485.868
822	2016279.776
823	2016078.005
824	2015990.221
825	2015856.732
826	2015622.794
827	2015378.591
828	2015167.688
829	2015058.637
830	2014833.277
831	2014680.745
832	2014558.151
833	2014443.465
834	2014159.543
835	2014040.158
836	2013979.777
837	2013812.286
838	2013580.192
839	2013486.509
840	2013300.074
841	2013133.331
842	2012965.001
843	2012838.8
844	2012734.409
845	2012580.05
846	2012373.504
847	2012180.862
848	2012042.348
849	2011866.356
850	2011727.702
851	2011501.017
852	2011338.531
853	2011226.1
854	2010948.966
855	2010759.396
856	2010530.31
857	2010286.889
858	2010179.571
859	2010048.058
860	2009766.748
861	2009584.313
862	2009433.113
863	2009230.326
864	2009071.294
865	2008812.253
866	2008602.803
867	2008446.688
868	2008311.88
869	2008083.081
870	2007854.176
871	2007716.298
872	2007583.545
873	2007381.851
874	2007032.368
875	2006876.371
876	2006602.965
877	2006419.654
878	2006296.341
879	2006054.457
880	2005875.776
881	2005693.593
882	2005550.195
883	2005299.518
884	2005103.409
885	2005016.675
886	2004883.362
887	2004716.819
888	2004569.725
889	2004397.351
890	2004118.537
891	2003848.413
892	2003723.472
893	2003499.878
894	2003358.543
895	2003140.248
896	2002903.259
897	2002629.388
898	2002503.393
899	2002287.708
900	2002064.808
901	2001892.83
902	2001709.965
903	2001541.303
904	2001403.343
905	2001257.966
906	2001060.991
907	2000976.611
908	2000816.626
909	2000515.29
910	2000373.164
911	2000237.566
912	2000058.32
913	1999857.188
914	1999686.529
915	1999498.879
916	1999258.176
917	1999053.888
918	1998917.001
919	1998707.641
920	1998399.88
921	1998291.755
922	1998085.992
923	1997848.857
924	1997667.157
925	1997404.203
926	1997141.688
927	1996996.009
928	1996894.97
929	1996729.845
930	1996571.171
931	1996329.19
932	1996238.412
933	1996153.029
934	1996091.795
935	1995879.899
936	1995694.6
937	1995553.599
938	1995305.864
939	1995112.598
940	1994981.1
941	1994818.316
942	1994589.865
943	1994464.54
944	1994461.515
945	1994309.782
946	1994098.544
947	1993857.208
948	1993732.668
949	1993687.221
950	1993457.131
951	1993311.503
952	1993137.832
953	1992972.035
954	1992766.76
955	1992591.859
956	1992433.018
957	1992224.834
958	1992046.425
959	1991773.379
960	1991549.053
961	1991358.804
962	1991167.753
963	1990950.561
964	1990833.233
965	1990704.077
966	1990516.944
967	1990329.91
968	1990155.233
969	1990089.12
970	1989924.607
971	1989762.129
972	1989565.296
973	1989448.191
974	1989318.576
975	1989211.52
976	1988987.648
977	1988789.233
978	1988692.865
979	1988499.433
980	1988322.054
981	1988159.902
982	1988001.199
983	1987777.542
984	1987526.631
985	1987388.983
986	1987195.959
987	1987013.282
988	1986795.201
989	1986662.958
990	1986538.911
991	1986302.816
992	1986122.832
993	1985929.954
994	1985774.453
995	1985725.378
996	1985703.08
997	1985541.936
998	1985425.618
999	1985289.298
